全国 358 家 5A 级旅游景区完整可复制版
北京市（9 家）
玉龙雪山景区 | 云南省丽江市玉龙纳西族自治县 | 北半球最南的雪山，国家级风景名胜区，主峰扇子陡海拔 5596 米，以雪山、冰川、蓝月谷、甘海子闻名，是丽江的城市地标
大理崇圣寺三塔文化旅游区 | 云南省大理白族自治州大理市 | 大理的城市地标，云南现存最古老的佛教建筑群，由一大二小三座佛塔组成，是南诏国、大理国时期的皇家寺院，被誉为 “佛都”
中科院西双版纳热带植物园 | 云南省西双版纳傣族自治州勐腊县勐仑镇 | 中国面积最大、收集物种最丰富的热带植物园，国家级自然保护区，集热带植物科研、科普、旅游观光于一体，被誉为 “热带植物的王国”
香格里拉普达措国家公园 | 云南省迪庆藏族自治州香格里拉市 | 中国第一个国家公园，世界自然遗产三江并流的核心组成部分，以高山湖泊、牧场、湿地、原始森林闻名，被誉为 “香格里拉的人间仙境”
昆明世博园景区 | 云南省昆明市盘龙区白龙路 | 1999 年昆明世界园艺博览会的会址，集全球园艺精品、园林艺术于一体，是世界上唯一完整保留的世博会会址
腾冲火山热海旅游区 | 云南省保山市腾冲市 | 世界地质公园，拥有中国最密集的火山群和地热温泉，热海以大滚锅、怀胎井闻名，火山群拥有 97 座新生代火山，被誉为 “中国火山地热博物馆”
文山普者黑旅游景区 | 云南省文山壮族苗族自治州丘北县 | 世界自然遗产中国南方喀斯特的组成部分，以喀斯特峰林、湖泊、溶洞、田园风光闻名，被誉为 “世间罕见、中国独一无二的喀斯特山水田园风光”，是《三生三世十里桃花》的取景地
红河哈尼梯田文化景观 | 云南省红河哈尼族彝族自治州元阳县 | 世界文化遗产，拥有 1300 余年历史的哈尼族梯田，是世界上规模最大的梯田群，被誉为 “大地的艺术、哈尼族的史诗”
西藏自治区（5 家）
布达拉宫景区 | 西藏自治区拉萨市城关区北京中路 35 号 | 世界文化遗产，世界屋脊上的圣殿，藏式建筑艺术的巅峰，是历代达赖喇嘛的冬宫居所，藏传佛教的圣地，西藏的城市地标
大昭寺景区 | 西藏自治区拉萨市城关区八廓街 | 藏传佛教的圣地，拥有 1300 余年历史，由松赞干布建造，寺内供奉着释迦牟尼 12 岁等身像，是藏传佛教信徒心中的终极朝圣圣地
巴松措景区 | 西藏自治区林芝市工布江达县错高乡 | 藏传佛教宁玛派的圣湖，被誉为 “藏东明珠”，以高山湖泊、原始森林、雪山、古村落闻名，是西藏首个自然风景类 5A 级景区
扎什伦布寺景区 | 西藏自治区日喀则市桑珠孜区 | 藏传佛教格鲁派六大寺院之一，历代班禅额尔德尼的驻锡地，拥有世界最大的强巴佛铜像，是后藏地区的宗教文化中心
雅鲁藏布大峡谷旅游区 | 西藏自治区林芝市米林市派镇 | 世界上最大、最深的峡谷，世界自然遗产三江并流的核心组成部分，被誉为 “人类最后的秘境”，拥有世界罕见的峡谷地貌和原生态自然景观
陕西省（14 家）
秦始皇陵兵马俑博物馆 | 陕西省西安市临潼区秦陵北路 | 世界文化遗产，“世界第八大奇迹”，世界上规模最大的古代军阵遗址，拥有 8000 余尊真人大小的陶俑，千人千面，是秦代军事、文化、艺术的活化石
华清池景区 | 陕西省西安市临潼区华清路 38 号 | 唐代皇家温泉行宫，唐玄宗与杨贵妃的爱情故事发生地，西安事变的旧址，拥有 6000 余年的温泉利用历史，集皇家园林、温泉文化、红色历史于一体
大雁塔・大唐芙蓉园景区 | 陕西省西安市雁塔区 | 大雁塔是西安的城市地标，唐代玄奘法师译经之地，世界文化遗产丝绸之路的核心遗址；大唐芙蓉园是全方位展现盛唐风貌的大型皇家园林式文化主题公园
西安城墙・碑林历史文化景区 | 陕西省西安市碑林区 | 西安城墙是中国现存规模最大、保存最完整的明代古城墙；碑林博物馆是中国收藏古代碑石数量最多的艺术宝库，被誉为 “书法艺术的殿堂”
华山景区 | 陕西省渭南市华阴市华山镇 | 五岳之一的西岳，“奇险天下第一山”，国家级风景名胜区，以长空栈道、鹞子翻身、千尺幢、百尺峡等奇险景观闻名，是道教主流全真派的圣地
法门寺佛文化景区 | 陕西省宝鸡市扶风县法门镇 | 唐代皇家寺院，佛教圣地，因供奉释迦牟尼佛指骨舍利而闻名天下，拥有世界上最大的佛塔地宫，出土了大量唐代国宝级文物
太白山旅游景区 | 陕西省宝鸡市眉县 / 太白县 | 秦岭主峰，中国大陆青藏高原以东第一高峰，国家级自然保护区，以雪山、冰川、森林、温泉闻名，被誉为 “亚洲天然植物园”
延安革命纪念地景区 | 陕西省延安市宝塔区 | 全国著名红色旅游景区，中国革命的圣地，包含宝塔山、杨家岭、枣园、延安革命纪念馆等核心景点，是延安精神的发源地
商洛金丝峡景区 | 陕西省商洛市商南县 | 世界地质公园，被誉为 “中国最美的大峡谷”，以嶂谷地貌、瀑布群、原始森林闻名，是秦岭生态旅游的精华
宝鸡关山草原景区 | 陕西省宝鸡市陇县 | 中国内陆地区唯一的高山草甸草原，被誉为 “小天山”，以草原风光、骑马体验、欧式风情闻名，是陕西知名的休闲度假胜地
韩城司马迁祠景区 | 陕西省渭南市韩城市芝川镇 | 西汉史学家、文学家司马迁的祠墓所在地，被誉为 “文史圣域”，集黄河风光、历史文化、古建筑群于一体
黄帝陵景区 | 陕西省延安市黄陵县桥山镇 | 华夏始祖轩辕黄帝的陵寝，世界文化遗产预备名录，全球华人寻根祭祖的圣地，被誉为 “中华第一陵”，是中华文明的精神标识
乾陵景区 | 陕西省咸阳市乾县 | 唐代高宗李治与女皇武则天的合葬陵寝，是唐十八陵中唯一保存完好、没有被盗的帝王陵墓，拥有著名的无字碑、六十一蕃臣像，是唐代历史文化的核心见证地
黄河壶口瀑布旅游区（陕西・山西共有）| 陕西省延安市宜川县 / 山西省临汾市吉县 | 中国第二大瀑布，黄河上唯一的黄色大瀑布，以 “千里黄河一壶收” 的磅礴气势闻名，是世界上最大的黄色瀑布
甘肃省（8 家）
敦煌莫高窟景区 | 甘肃省酒泉市敦煌市 | 世界文化遗产，中国四大石窟之一，丝绸之路上的艺术宝库，现存 492 个洞窟、2000 余尊彩塑、4.5 万平方米壁画，是世界上现存规模最大、内容最丰富的佛教艺术圣地
嘉峪关文物景区 | 甘肃省嘉峪关市峪泉镇 |“天下第一雄关”，明长城的西起点，是明代万里长城中保存最完整、规模最宏大的关隘，被誉为 “河西咽喉、边陲锁钥”
麦积山景区 | 甘肃省天水市麦积区 | 中国四大石窟之一，世界文化遗产丝绸之路的核心遗址，以精美的泥塑艺术闻名，被誉为 “东方雕塑艺术陈列馆”
崆峒山景区 | 甘肃省平凉市崆峒区 | 中华道教第一山，国家级风景名胜区，是轩辕黄帝问道于广成子之地，道教主流全真派的圣地，以奇险的丹霞地貌和宗教文化闻名
鸣沙山月牙泉景区 | 甘肃省酒泉市敦煌市 |“沙漠第一泉”，世界罕见的沙泉共存奇观，以沙漠风光、月牙泉、骑骆驼体验闻名，是敦煌旅游的核心地标
张掖七彩丹霞旅游景区 | 甘肃省张掖市临泽县倪家营镇 | 世界地质公园，中国丹霞地貌发育最大最好、地貌造型最丰富的地区之一，被誉为 “上帝打翻的调色盘”，是中国最美的七大丹霞之一
炳灵寺世界文化遗产旅游区 | 甘肃省临夏回族自治州永靖县 | 世界文化遗产丝绸之路的核心遗址，拥有中国现存最早的石窟题记，石窟开凿始于西晋，以精美的壁画、造像闻名，被誉为 “石窟的百科全书”
冶力关旅游区 | 甘肃省甘南藏族自治州临潭县 | 以高原森林、峡谷、湖泊、草原为核心，被誉为 “青藏之窗、甘南之眼”，集生态观光、民俗体验、休闲度假于一体，是甘南知名的生态旅游胜地
青海省（4 家）
青海湖景区 | 青海省海南藏族自治州共和县 / 海北藏族自治州海晏县 | 中国最大的内陆湖、最大的咸水湖，国家级风景名胜区，以高原湖泊风光、油菜花海、鸟类栖息地闻名，被誉为 “青藏高原上的蓝宝石”
塔尔寺景区 | 青海省西宁市湟中区鲁沙尔镇 | 藏传佛教格鲁派六大寺院之一，藏传佛教创始人宗喀巴大师的诞生地，以酥油花、壁画、堆绣 “塔尔寺三绝” 闻名，是青海藏传佛教的核心圣地
互助土族故土园景区 | 青海省海东市互助土族自治县 | 中国唯一的土族文化旅游景区，集中展现了土族的民俗文化、传统技艺、宗教信仰，是世界非物质文化遗产土族轮子秋、土族花儿的核心传承地
阿咪东索景区 | 青海省海北藏族自治州祁连县 | 祁连山的核心景区，阿咪东索意为 “千兵哨卡”，被誉为 “中国的小瑞士”，以雪山、峡谷、草原、森林、丹霞地貌闻名，是祁连山生态旅游的精华
宁夏回族自治区（6 家）
沙湖旅游区 | 宁夏回族自治区石嘴山市平罗县 | 中国十大魅力湿地之一，以 “沙、水、苇、鸟、山” 五大景观为核心，被誉为 “塞上明珠”，是宁夏的旅游名片
沙坡头旅游区 | 宁夏回族自治区中卫市沙坡头区 | 国家级自然保护区，集大漠、黄河、高山、绿洲于一体，是中国最大的天然滑沙场，以沙漠体验、黄河漂流闻名，被誉为 “世界垄断性旅游资源”
镇北堡西部影城 | 宁夏回族自治区银川市西夏区镇北堡镇 | 中国十大影视基地之一，《大话西游》《红高粱》等经典电影的拍摄地，被誉为 “中国电影从这里走向世界”，集中展现了西北民俗风情
水洞沟旅游区 | 宁夏回族自治区银川市灵武市临河镇 | 中国最早发掘的旧石器时代文化遗址，被誉为 “中国史前考古的发祥地”，集史前文化、长城遗址、峡谷风光、军事防御体系于一体
六盘山红军长征旅游区 | 宁夏回族自治区固原市隆德县 | 全国著名红色旅游景区，红军长征翻越的最后一座大山，毛泽东《清平乐・六盘山》的诞生地，是长征精神的重要见证地
青铜峡黄河大峡谷旅游区 | 宁夏回族自治区吴忠市青铜峡市 | 黄河上游最后一道峡谷，世界灌溉工程遗产的核心区，集黄河峡谷、水利枢纽、湿地、古渠、寺庙于一体，被誉为 “黄河中上游的黄金峡谷”
新疆维吾尔自治区（18 家，全国并列第三）
天山天池景区 | 新疆维吾尔自治区昌吉回族自治州阜康市 | 世界自然遗产，国家级风景名胜区，高山冰碛湖，传说中西王母的瑶池，以雪山、湖泊、森林、草甸闻名，被誉为 “天山明珠”
喀纳斯景区 | 新疆维吾尔自治区阿勒泰地区布尔津县 | 世界自然遗产，国家级自然保护区，以变色湖水、湖怪传说、泰加林、秋日金黄林海闻名，被誉为 “人间仙境、神的花园”
吐鲁番葡萄沟景区 | 新疆维吾尔自治区吐鲁番市高昌区 | 火焰山下的绿洲，以葡萄种植、维吾尔族民俗文化闻名，集中展现了新疆的葡萄文化和西域风情，是吐鲁番的旅游名片
那拉提旅游风景区 | 新疆维吾尔自治区伊犁哈萨克自治州新源县那拉提镇 | 世界四大河谷草原之一，被誉为 “空中草原”，以高山草原、雪山、哈萨克族民俗风情闻名，是伊犁旅游的核心地标
可可托海景区 | 新疆维吾尔自治区阿勒泰地区富蕴县可可托海镇 | 世界地质公园，以峡谷、河流、矿山遗址、寒极湖泊闻名，因歌曲《可可托海的牧羊人》火遍全国，被誉为 “蓝色的河湾”
金胡杨景区 | 新疆维吾尔自治区喀什地区泽普县 | 以沙漠、胡杨、河流、绿洲为核心，拥有上千年的天然胡杨林，被誉为 “沙漠勇士、胡杨天堂”，是南疆知名的生态旅游胜地
天山大峡谷景区 | 新疆维吾尔自治区乌鲁木齐市乌鲁木齐县 | 国家级森林公园，以雪山、森林、峡谷、草原、湖泊闻名，被誉为 “乌鲁木齐的后花园”，是新疆距离城市最近的自然景区
博斯腾湖景区 | 新疆维吾尔自治区巴音郭楞蒙古自治州博湖县 | 中国最大的内陆淡水吞吐湖，国家级风景名胜区，以湖泊风光、芦苇荡、湿地、鸟类栖息地闻名，被誉为 “西塞明珠”
喀什噶尔老城景区 | 新疆维吾尔自治区喀什地区喀什市 | 世界文化遗产预备名录，拥有 2000 余年历史的古城，是西域文化的核心代表，保存了完整的维吾尔族传统民居和民俗风情，被誉为 “活着的千年古城”
巴音布鲁克景区 | 新疆维吾尔自治区巴音郭楞蒙古自治州和静县 | 世界自然遗产，中国第二大草原，以九曲十八弯日落、天鹅湖闻名，是东归英雄土尔扈特部的家园，被誉为 “天山南麓的绿色净土”
白沙湖景区 | 新疆维吾尔自治区阿勒泰地区哈巴河县 | 沙漠中的奇湖，被誉为 “沙漠明珠”，是新疆生产建设兵团首个 5A 级景区，集沙漠、湖泊、白桦林、边境风光于一体
帕米尔旅游区 | 新疆维吾尔自治区克孜勒苏柯尔克孜自治州阿克陶县 / 喀什地区塔什库尔干塔吉克自治县 | 世界屋脊帕米尔高原的核心景区，包含慕士塔格峰、石头城、金草滩等核心景点，被誉为 “万山之祖、万水之源”
赛里木湖景区 | 新疆维吾尔自治区博尔塔拉蒙古自治州博乐市 | 大西洋暖湿气流最后眷顾的地方，被誉为 “大西洋最后一滴眼泪”，是新疆海拔最高、面积最大的高山湖泊，湖水清澈湛蓝，雪山环绕
世界魔鬼城景区 | 新疆维吾尔自治区克拉玛依市乌尔禾区 | 世界地质公园，中国最美的三大雅丹地貌之首，以独特的风蚀地貌闻名，被誉为 “中国最瑰丽的岩石雅丹”，是《卧虎藏龙》的取景地
喀拉峻景区 | 新疆维吾尔自治区伊犁哈萨克自治州特克斯县 | 世界自然遗产，世界上少有的高山五花草甸草原，被誉为 “人体草原、中国最美的草原”，是伊犁草原的精华
江布拉克景区 | 新疆维吾尔自治区昌吉回族自治州奇台县 | 以高山草原、麦田、雪山、森林闻名，拥有 2000 余年历史的天山怪坡，被誉为 “天山麦海、人间仙境”，是新疆知名的田园旅游胜地
刀郎画乡景区 | 新疆维吾尔自治区阿克苏地区阿瓦提县 | 以刀郎文化为核心，集中展现了维吾尔族刀郎民俗、传统艺术、农耕文化，是新疆非遗文化的核心传承地
天山托木尔景区 | 新疆维吾尔自治区阿克苏地区温宿县 | 世界自然遗产，天山最高峰托木尔峰的核心景区，以雪山、冰川、峡谷、森林、草原闻名，被誉为 “天山地质博物馆”
